debate,辩论
debt,债务
debug,调试
debut,首次亮相
decade,十年
decades,几十年
decent,体面的
decide,决定
decided,决定
decimal,小数
declare,声明
decline,下降
decor,装饰
deemed,认为
deep,深的
deeper,更深层
deeply,深深
default,默认
defeat,失败
defects,缺陷
defence,国防
defend,捍卫
defense,国防
deficit,赤字
define,定义
defined,定义
defines,定义了
degree,学位
degrees,度
delayed,延迟
delays,延迟
delete,删除
deleted,删除
delight,喜悦
deliver,交付
deluxe,豪华
demand,需求
demands,要求
den,窝
denial,否认
dense,密集的
density,密度
dental,牙科
depend,依赖
depends,取决于
deposit,存款
depot,得宝
deputy,副手
derby,德比
derived,衍生的
desert,沙漠
deserve,应得的
design,设计
designs,设计
desire,欲望
desired,想要的
desk,桌子上
desktop,桌面
despite,尽管
destroy,摧毁
detail,细节
detect,检测
develop,开发
deviant,异常
device,设备
devices,设备
devoted,专门
diagram,图
dialog,对话框
diamond,钻石
diary,日记
did,做了
die,死
died,死了
diesel,柴油
diet,饮食
dietary,饮食
differ,不同
dig,挖
digest,消化
digit,数字
digital,数字
dim,昏暗
dining,餐厅
dinner,晚餐
dip,浸
diploma,文凭
direct,直接
disable,禁用
disc,碟盘
disco,迪斯科
discuss,讨论
disease,疾病
dishes,菜
disk,磁盘
disks,磁盘
disney,迪斯尼
display,显示
dispute,争端
distant,遥远的
diverse,多样化的
divide,分
divided,划分
divine,神圣的
diving,潜水
divorce,离婚
doctor,医生
doctors,医生
doe,母鹿
does,做
dog,狗
dogs,狗
doing,做
dollar,美元
dollars,美元
domain,域
donate,捐赠
donated,捐赠
done,完成
donor,捐赠
donors,捐助者
door,门
doors,门
dosage,剂量
dot,点
double,双
doubt,怀疑
down,下来
dozen,一打
dozens,几打
dragon,龙
drain,排水
draw,画
drawing,画
drawn,披萨
draws,吸引了
dreams,梦想
dressed,穿着
dresses,礼服
dried,干
drill,钻
drinks,饮料
drive,开车
driven,驱动
driver,司机
drivers,司机
drives,驱动器
driving,开车
drop,掉下
dropped,掉了
drops,滴
drugs,药物
drums,鼓
dry,干
dryer,干燥机
dual,双
due,由于
durable,耐用
during,在
dutch,荷兰
duties,职责
duty,责任
dynamic,动态
each,每一个
eagle,鹰
ear,耳朵
earlier,早些时候
early,早期
earned,赢得了
earning,收入
earth,地球
easier,更容易
easily,很容易
easter,复活节
eastern,听力
easy,容易
eat,吃
eating,吃
ebay,易趣
eclipse,日蚀
ecology,生态
economy,经济
edge,边缘
edges,边缘
edit,编辑
edited,编辑了
editing,编辑中
edition,版
editor,编辑器
editors,编辑器
effect,效果
effects,影响
effort,努力
efforts,努力
egg,蛋
egypt,埃及
either,要么
elder,长者
elderly,上了年纪的
elected,当选
electro,电
elegant,优雅的
element,元素
eleven,十一
else,其他的
email,电子邮件
emails,电子邮件
embassy,大使馆
emerald,翡翠
emperor,皇帝
empire,帝国
employ,雇佣
enable,启用
enabled,启用
enables,使
end,结束
ending,结束中
endless,没完没了
ends,结束
enemies,敌人
enemy,敌人
energy,能源
engage,参与
engaged,订婚了
engine,引擎
engines,引擎
england,英格兰
english,英语
enhance,增强
enjoy,享受
enjoyed,享受
enlarge,扩大
enough,足够
enquiry,询盘
ensure,确保
ensures,确保
enter,输入
entered,进入
enters,进入
entire,整个
entity,实体
entries,治疗
entry,条目
enzyme,酶
episode,集数
equally,同样
equity,股本
era,时代
error,错误
errors,错误
escape,逃避
escorts,护送
essay,文章
essays,论文
essence,本质
estate,房地产
estates,地产
estonia,爱沙尼亚
eternal,永恒的
ethical,道德
ethics,道德
ethnic,少数民族
europe,欧洲
euros,欧元
eve,前夕
even,甚至
evening,晚上
event,事件
events,事件
ever,过
every,每一个
evident,很明显
exactly,完全
examine,检查
example,例子
exams,考试
exceed,超过
except,除了
excerpt,摘录
excess,多余的
excited,兴奋
exclude,排除
excuse,借口
execute,执行
exempt,免除
exhaust,排气
exhibit,展览
existed,存在
exists,存在
exit,退出
exotic,异国情调
expand,扩大
expect,预计
expects,预计
expense,费用
expert,专家
experts,专家
expired,过期的
expires,到期
explain,解释
explore,探索
export,出口
exports,出口
exposed,暴露
express,表达
extend,扩展
extends,扩展
extent,程度上
extra,额外的
extract,提取
extras,临时演员
extreme,极端的
eye,眼睛
eyes,眼睛
fabric,织物
fabrics,面料
face,脸
faced,面对
faces,脸
facial,面部
facing,面对
fact,事实
factor,因素
factors,因素
factory,工厂
facts,事实
faculty,教师
fail,失败
failed,失败的
failing,失败
fails,失败
failure,失败
fair,公平
fairly,相当
fairy,仙女
faith,信仰
fall,秋天
fallen,下降
falling,下降
family,家庭
famous,著名的
fan,粉丝
fancy,花俏的
fans,球迷
fantasy,幻想
far,远
fares,票价
farm,农场
farmer,农民
farmers,农民
farming,农业
farms,农场
fashion,时尚
fast,快
faster,快
fastest,最快
fat,脂肪
father,父亲
fathers,父亲
fatty,油腻的
fault,错
favor,忙
favors,支持
favour,支持
fax,传真
fear,恐惧
fears,恐惧
feature,功能
federal,联邦
fee,费
feed,饲料
feeding,喂养
feel,感觉
feeling,感觉
feels,感觉
fees,费用
feet,脚
fellow,研究员
felt,感觉
female,女
females,女性
fence,栅栏
ferry,渡船
fever,发热
few,几
fewer,更少的
fiber,纤维
fibre,纤维
fiction,小说
field,场
fields,字段
fifteen,十五
fifty,五十
fig,无花果
fighter,战斗者
figure,数字
figured,的算
figures,数据
file,文件
files,文件
filing,申请
fill,填满
filled,填满
filling,填充
film,电影
filter,过滤器
filters,过滤器
fin,鳍
final,最后
finally,最后
finals,决赛
finance,金融
find,找到
finder,发现者
finding,发现
fine,细
finest,最好的
finger,手指
fingers,手指
finish,完成
finite,有限的
fire,火
fires,火灾
firm,公司
first,第一个
fish,鱼
fishing,钓鱼
fit,适合
fitness,健身
fitted,安装
fitting,拟合
five,五个
fix,修复
fixed,固定
fixes,修复
flag,国旗
flags,旗帜
flame,火焰
flat,平
flavor,味道
fleece,羊毛
fleet,舰队
flesh,肉
flight,飞行
flights,航班
float,浮动
flood,洪水
floor,地板上
floors,地板
floppy,软盘
floral,花
florist,花店
flour,面粉
flow,流
flower,花
flowers,花
flows,流
flu,流感
flush,冲洗
fly,飞
flying,飞行
focus,焦点
focused,集中
focuses,集中
fog,雾
folder,文件夹
folders,文件夹
folding,折叠
follow,遵循
follows,遵循
font,字体
fonts,字体
food,食物
foot,脚
footage,镜头
for,为
force,力
forced,强迫
forces,部队
ford,涉过
foreign,外国
forest,森林
forests,森林
forever,永远
forge,打造
forget,忘记
forgot,忘记了
form,形式
formal,正式的
format,格式
formats,格式
formed,形成
former,前
forming,形成
forms,形式
formula,公式
fort,堡
forth,出来
fortune,财富
forum,论坛
forward,向前
fossil,化石
fought,战斗
found,发现
founded,成立
founder,创始人
four,四
fourth,第四
fox,狐狸
frame,框架
framed,框架
frames,帧
framing,框架
france,法国
free,免费的
freedom,自由
freely,自由
freeze,冻结
freight,运费
french,法国
fresh,新鲜的
friday,星期五
fridge,冰箱
friend,朋友
friends,朋友
from,从
front,前面
frost,霜
frozen,冻
fruits,水果
fuel,燃料
full,完整的
fully,完全
fun,有趣的
fund,基金
funded,资助
funding,资金
funds,基金
fur,皮毛
further,进一步
fusion,融合
future,未来
futures,期货
fuzzy,模糊
gain,获得
gained,获得了
galaxy,星系
game,游戏
games,游戏
gaming,游戏
gap,差距
garage,车库
garbage,垃圾
garden,花园
gardens,花园
garlic,大蒜
gas,气体
gateway,网关
gather,收集
gauge,计
gave,给
gazette,公报
gear,齿轮
gel,凝胶
gem,宝石
gender,性别
gene,基因
general,一般
generic,通用的
genes,基因
genesis,起源
genetic,遗传
genius,天才
genres,类型
gentle,温柔的
gently,轻轻
genuine,真正的
geology,地质
georgia,乔治亚州
german,德国
germany,德国
get,得到
gets,得到
getting,得到
giant,巨大的
giants,巨人
gift,礼物
girl,女孩
girls,女孩
give,给
given,鉴于
gives,给了
giving,给
glance,看
glass,玻璃
glasses,眼镜
glenn,格伦
global,全球
globe,骄傲
glory,荣耀
gloves,手套
glucose,葡萄糖
goal,目标
goals,目标
god,神
goes,去
going,会
gold,黄金
golden,金
golf,高尔夫球
gone,走了
good,好
goods,货物
gospel,福音
gossip,闲话
got,得到了
gothic,哥特
gotten,得到
gourmet,美食
grace,格蕾丝
grade,年级
grades,成绩
grain,粮食
grammar,语法
grams,克
grand,大
granny,奶奶
grant,赐予
granted,授予
grants,奖助金
graph,图
graphic,图形
graphs,图
grass,草
grave,坟墓
gravity,重力
great,伟大的
greater,更大的
greatly,极大地
greece,希腊
green,绿色
grill,烧烤
grocery,杂货店
groove,槽
gross,总值
ground,地面
grounds,理由
group,集团
groups,组
grove,林子
grow,成长
growing,升级
grown,种植
grows,生长
growth,增长
guards,警卫
guest,客人
guests,客人
guide,引导
guided,引导
guides,指南
guild,公会
guilty,有罪
guitar,吉他
guitars,吉他
gun,枪
guy,的家伙
gym,健身房
habitat,栖息地
habits,习惯
hacker,黑客
had,有
hair,头发
half,一半
hall,大厅
ham,火腿
hammer,锤
hand,手
handed,递给
handle,处理
handled,处理
handles,处理
hands,手
handy,方便的
hanging,挂
happen,发生
happens,发生
happy,快乐
harbor,港
harbour,港口
hard,硬
harder,困难
hardly,非常难
harmful,有害的
harmony,和谐
harvest,收获
has,有
hat,帽子
have,有
haven,还
having,有
hay,干草
hazard,危害
hazards,危害
head,头
headed,领导
header,头
headers,头
heading,标题
heads,头
headset,耳机
healing,疗愈
health,健康
healthy,健康的
hear,听到
heard,听到
hearing,听力
heart,心
hearts,心
heat,热
heated,加热
heater,加热器
heating,加热
heaven,天堂
heavily,严重
heavy,重
height,高度
heights,高度
held,举行
hell,地狱
helmet,头盔
help,帮助
helped,帮助
helpful,有帮助的
helping,帮助
her,她的
herbal,草药
herbs,草本植物
here,在这里
hereby,在此
herein,在此
heroes,英雄
herself,自己
hey,嘿
hidden,隐藏的
hide,隐藏
high,高
higher,更高的
highest,最高
highly,高度
highs,高位
highway,高速公路
hiking,徒步旅行
hill,山
him,他
himself,自己
hip,臀部
hire,雇佣
hired,聘请
hiring,招聘
his,他的
hit,打击
hits,打
hitting,打
hobbies,爱好
hobby,爱好
hockey,曲棍球
hold,持有
holder,持有人
holders,持有人
holding,持有
holds,持有
hole,洞
holes,孔
holiday,假期
holland,荷兰
hollow,空心
holly,冬青
holy,神圣的
home,首页
homes,房屋
honest,诚实的
honey,蜂蜜
hong,香港
honor,荣誉
honors,荣誉
hop,跳
hope,希望
hoped,希望
hopes,希望
hoping,希望
horizon,地平线
hormone,激素
horror,恐怖
horse,马
horses,马
host,主方
hosted,主持
hostel,旅馆
hostels,旅馆
hosts,主机
hot,热
hotel,酒店
hotels,酒店
hottest,最热的
hour,小时
hourly,每小时
hours,小时
house,房子
houses,房子
housing,住房
how,如何
however,然而
hub,中心
huge,巨大的
human,人类
humans,人类
humor,幽默
hundred,百
hungary,匈牙利
hunger,饥饿
hungry,饿了
hunter,猎人
hunting,狩猎
husband,丈夫
hybrid,混合动力
hygiene,卫生
ice,冰
iceland,冰岛
icon,图标
idea,想法
ideas,想法
ignore,忽略
ignored,忽略了
ill,生病
illegal,非法
illness,疾病
image,图像
images,图片
imagine,想象
imaging,成像
immune,免疫
impact,影响
impacts,影响
implies,意味着
import,进口
imports,进口
impose,实施
imposed,实施
improve,改善
inch,英寸
inches,英寸
include,包括
income,收入
indeed,确实
index,指数
indexes,索引
indian,印度
indians,印度人
indices,指数
indie,独立
indoor,室内
infant,婴儿
infants,婴儿
info,信息
inform,通知
initial,最初的
injured,受伤的
injury,受伤
ink,墨水
inline,内联
inn,酒店
inner,内部
input,输入
inputs,输入
inquire,查询
inquiry,调查
insects,昆虫
insert,插入
inside,内部
insider,内幕
insight,洞察力
install,安装
instant,即时
instead,更情愿
insulin,胰岛素
insured,被保险人
intake,摄入
integer,整数
intend,意愿
intense,强烈的
intent,意图
interim,临时
into,进入
intro,介绍
invalid,无效的
invest,投资
invite,邀请
invited,邀请
invoice,发票
involve,涉及
ion,离子
iran,伊朗
iraq,伊拉克
ireland,爱尔兰
iron,铁
island,岛
islands,岛屿
issue,问题
issued,发布
issues,问题
italian,意大利人
italic,斜体
item,项
items,项目
its,它的
itself,本身
ivory,象牙
jacket,夹克
jackets,夹克
jam,果酱
japan,日本
jar,罐
jay,松鸦
jazz,爵士乐
jean,牛仔裤
jeans,牛仔裤
jersey,泽西岛
jet,飞机
jewel,珠宝
jewelry,珠宝
job,工作
jobs,工作
join,加入
joined,加入
joining,加入
jokes,笑话
journal,杂志
journey,旅程
joy,快乐
judges,法官
juice,汁
jump,跳
jumping,跳
jungle,丛林
junior,新手
just,只是
justice,正义
justify,证明
karaoke,卡拉OK
keep,保持
keeping,保持
kept,保持
kernel,内核
key,关键
keys,键
keyword,州
kid,孩子
kidney,肾脏
kids,孩子们
killed,杀了
killer,杀手
killing,杀死
kills,杀死
kinase,激酶
kind,种类
king,王
kingdom,王国
kissing,接吻
kit,工具包
kitchen,厨房
kits,包
kitty,小猫
knew,知道
knife,刀
knight,骑士
knives,刀
knock,敲门
know,知道
knowing,知道
known,已知
label,标签
labeled,标签
labels,标签
labor,劳动
labour,劳动力
lack,缺乏
ladder,梯
ladies,女士们
lady,女士们
lake,湖火
lakes,湖泊
lambda,λ
lamps,灯
land,土地
landing,着陆
lands,土地
lane,车道
lanes,车道
lap,腿上
laptop,笔记本电脑
laptops,笔记本电脑
large,大
largely,很大程度
larger,更大的
largest,最大
last,最后的
lasting,持久的
late,迟
lately,最近
later,迟些
latest,最新的
latin,拉丁
latino,拉丁美洲人
latter,后者
laugh,笑
launch,发射
laundry,洗衣
law,法律
laws,法律
lawsuit,诉讼
lawyer,律师
lawyers,律师
lay,躺
layers,层
layout,布局
lead,引领
leader,领袖
leaders,领导人
leading,领先的
league,联盟
learn,学习
learned,学会了
lease,租赁
leasing,租赁
least,至少
leather,皮革
leave,离开
leaves,叶子
leaving,离开
lecture,讲座
led,领导
left,左边
leg,腿
legacy,遗产
legal,法律
legally,合法
legend,传说
legends,传说
leisure,休闲
lemon,柠檬
lender,银行
lenders,银行
lending,贷款
length,长度
lens,镜头
lenses,镜头
less,少
lesser,较小的
lesson,教训
lessons,教训
let,让
letter,信件
letters,信件
letting,让
level,水平
levels,水平
liable,责任
liberty,自由
library,图书馆
licence,执照
license,许可证
licking,舔
lid,盖子
lie,谎言
life,生活
light,光
lighter,更轻的
lights,灯
like,就像
liked,喜欢
likely,可能
likes,喜欢
limit,限制
limits,限制
line,线
linear,线性
lined,排
lines,行
link,连接
linked,有关
linking,连接
links,链接
lions,狮子
lip,唇
liquid,液体
list,列表
listed,上市
listen,听
lists,列表
lit,点燃
little,小
live,生活
lived,住
liver,肝
lives,生活
living,生活
load,负载
loaded,加载
loading,加载
loads,加载
loan,贷款
loans,贷款
lobby,大堂
local,当地的
locale,语言环境
locally,在本地
locate,定位
located,位于
locked,锁着的
locking,锁定
locks,锁
lodging,住宿
log,木头
logan,洛根
logged,记录
logging,日志记录
logical,逻辑
login,登录
logo,标志
lonely,孤独
long,长
longer,更长
looked,看起来
looking,看
looks,看起来
lookup,查找
loops,循环
loose,宽松的
lord,主
lose,失去
losing,失去
loss,损失
losses,损失
lost,失去
lot,很多
lots,很多
lottery,彩票
lotus,莲花
love,爱
loved,爱
lovely,可爱的
lovers,情人
loves,爱
loving,爱的
low,低
lower,较低的
lowest,最低
luggage,行李
luxury,奢侈品
lying,说谎
lyric,歌词
lyrics,歌词
machine,机
mad,疯了
made,使
magic,魔法
magical,神奇的
magnet,磁铁
maiden,少女
mail,邮件
mailing,邮件
mailman,邮差
mails,邮件
main,主要
mainly,主要是
major,主要
make,使
makers,制造商
makes,使
makeup,化妆
making,制作
male,男性
males,男性
man,男人
manage,管理
managed,管理
manager,经理
mandate,授权
manner,方式
manor,庄园
manual,手册
manuals,手册
many,许多
map,地图
maple,枫木
mapping,映射
maps,地图
marble,大理石
march,三月
marco,马可
margin,保证金
marine,海洋
mark,标记
